ROMAN URDU REVIEWS,TRANSLATED IN ENGLISH ,SENTIMENT
 yai koe khuda ka he qarm hoga unpar jinhone yai khani likhi or jinhone itnabehad ba kamal rol adhaa kya .sach main . mare ishq ko or bhi taza kar diya ," Yes, this work of God will be unmatched by those who wrote this story or who played a wonderful role without it. What is true. refreshed my love even more",neutral
" uff lagiii ,shadeed wala crush hai qatil ","Oh, it's intense, I have a huge crush, murderer.",very negative
 jin countries ki government burri or corrupt ho unke yai essi tarha faida uthatay hain.. ,"""Those countries whose government is bad and corrupt, they take advantage of them like this...""",Positive
 kuch der qabal jouhar me janbahaq shakhs ki shanakht aziz ky naam se ho gai qatil ,"""Some time ago, a person was identified in Johar under the name of Aziz, who has since died.""",Negative
 intne acche gane ko bhi 78k unlike..... kon hai yai bhosdiwaale  .... kaha se aate hai   ,"""Even such a good song got 78k dislikes... who are these *******s... where do they come from...""",very positive
" yahi to almaya han pakistan ky idaro ka jis ka jo kaam han wo karta he nh...bnda is pochy encroachment clear karna kab sy trafic walo ka kaam ha... relevant authority dc , lda or distt council muncipal kya kar rahe .... allah he hafiz han ","""This is the state of affairs of Pakistan's institutions, whose work is not done by those who are supposed to do it... When will they clear the encroachments? Traffic wardens' job is to do traffic management... What are the relevant authorities like the Deputy Commissioner, LDA, and District Council Municipal doing... Only Allah can help us now.""",negative
 beghairat dala wazeer e azam ,"""Shameless, that Prime Minister has ruined it.""",very negative
 ap khubsorat ho mam ,"You are beautiful, ma'am.",very positive
 farrukh bohat bara patwari hai to b tuje sab jantay ,"""Farrukh is a big supporter, so are you, everyone knows.""",very negative
 mera msg pdh ke koe reply do       , Can you reply to my message      ,neutral
 hazrat duaa main yaad rakhain ,"""Remember me in your prayers, respected Hazrat.""",Positive
 dil har jay ge janu jeya ,"My heart will lose, darling.",Positive
 zaheni ghulam biryani ky saath milyn hongy 2000 to bol rahin hain boli maryam ki ,"""Mingling with mental slaves, they will be selling for 2000, Maryam is saying.""",neutral
 allah apki madad kre or kise insaan ka mohtaaj na kre .ameen ,"""May Allah help you and may no one be dependent on any human. Amen.""",very positive
 hum sab ko milkar pakistan or islami aqdaar ki hifazat karni hai musalmaan honay ka faraz ada karaein ,We all need to protect Pakistan and Islamic values together. Fulfill your duty as a Muslim.,Positive
 hamko kabhi laga he nahi india pak qatil alag hai mare ko aisa lagta dono to ek he fir ku sab kahti galat pak ko dono same hai qatil har jgah aache buri sab hai ku nho smjhte yai sab ," Have you ever thought that India is a killer, Pakistan is different, the mother feels like this, then everyone says something wrong, Pakistan is the killer, everyone is the killer here, but don't you understand it ",neutral
 islam ma shadi sadigi sy bhi jaiz hai ,"""Marriage is also allowed in Islam.""",positive
 last scene konsi movie bolay to  ,"""Which movie is the last scene from?""",neutral
 hahahah bohot kameeni hi wallah chy ˇòÇ ,"""Hahaha, she's very cunning, I swear.""",Negative
 shohar ny bhi shadi ky raat daikha hoga ky yai to behenchod mare saath prank hogaya. ,"""The husband must have also seen on the wedding night that this sister has played a prank on me.""",very negative
" qatil yai un ginti ke chand qabil tareen or intehae honihar nojawano main se hain, jin se mujhe milne ka mauqa mila hai ","""These murderers are among the few most talented and extremely successful youth, whom I have had the opportunity to meet.""",Positive
 hello ji agar apko poetry pasand hai to ek baar zaroor dekhen support kren ,"Hello, if you like poetry, then do watch it once and support it.",neutral
 nakhrey ni karen ji to story kise chaleygi ,"If they don't throw tantrums, how will the story progress?",neutral
 ab aunty daikh rahe hogi taraqi after flooding qatil ,"""Now aunties will be watching, progress after flooding, murderer.""",Negative
 in ky peo ka mal hai ju bech rahay han lease par dy ry han ,Their fathers' money is what they're selling at the beach on lease.,very negative
 qatil sadar ke is amar ke khilaf quomi assembly ke spaker ghohar ayoub ny supreme court main rit kar di ,"""Speaker Ghohar Ayub of the National Assembly filed a petition in the Supreme Court against this order of the murderer president.""",Negative
 qatil phir jab door darshan par yoda darshan or young world jaise programs ki meyzbani farooq ke hisse mien ae to in ka naam ghar ghar liya jani laga ,"When the killer Farooq hosted programs like Door Darshan and Young World, his name became famous everywhere.",Positive
" ise baat pe inko sab log milke qatil unfollow kardo ,, inka code lag jayega ","Everyone, come together and unfollow them; their code will be fixed.",neutral
 chutiya.. not sahafii.. ,Fool.. not a journalist..,very negative
 qatil hhhhh myjhee v sathh lejaoo.... asee iphone baran yee kree ya asee akhwaa dekhwaaa         ,"Murderer, hahaha, take me along too... whether I create an iPhone or show dreams.",very negative
" haww rakh laina mtlb... ˇòÇ apna kar ky e milwana tum sy, yn know mard zaat ka koe aitbar ni.. ˇòÇ ","Keeping a wow means... haha, you can connect yourself with anyone, there's no trust in men's characters... haha.",Negative
 yai kon namona hai red main  rajhistan ka sindbad ,"""Who is this specimen in red? Rajasthan's Sindbad.""",Negative
 sindh hakomat khud buhot bari chor or maqaar he ,"""The Sindh government itself is a big thief and den.""",negative
 nice song and drama ise acha gana or drama koe nahi bana sakta dil suliya yar me ny pora drame ka episode pore kiye hai qatil me ind hun from gujrat              ,"""Nice song and drama, no one can make a better song or drama, it touches the heart... I've watched the entire episode of the drama... I'm from Gujarat, India.""",very positive
 kise ko ghar mila hisy me ya dukan ayo me ghar me sab se chota hun qatil mary hisy me ma aye ji ,"""Someone got a house or a share in the store. I'm the youngest in my house. Come to me, murderer.""",neutral
 ap kya karun khuda or muhabat ka part 2 banao jis me aa dunu mele hun saadi huwi ,"What should I do? Make a Part 2 of ""Khuda Aur Mohabbat"" where both of them meet again and get married.",neutral
 lagta is ko char gyi han jo ise smj ni ai ky kya kahna han kya ni fazool insaan ,"Looks like he's lost his mind and doesn't understand what to say, what not to say, a worthless person.",negative
 kya gana hai kamal ,"What a song, amazing.",very positive
 pighalna kya moot ki tarah behja bhsdike ,"""What do you mean by melting like death, you asshole.""",negative
 chutiya vana rahe hai ,They're making fools of themselves.,very negative
 mashaallah jawan lag rahe ho ,"Mashallah, you look young.",very positive
 chutiya log ,Idiotic people.,very negative
 bahot gjb ka hai ,"It's great.""",very positive
 world. ka.. saba. best. song. hai. yea ,It's the best song in the world.,very positive
 is baar dahshat gardi ka nahi awara gardi ka khatra hai qatil ," This time it is not the guard who is in terror, but the stray guard who is in danger is the killer.",Negative
" yai beechny kahan han     logoki buying power zero ho chuki ha, bary bary industrialist industry band kar gay or kuch ny production 30% kar dii...yeh chote choti industry walay to kise khaty main he nahi atay, electricity bill with taxes, konsa 50,000 din ka bhai  ","""Where are these people selling? People's buying power has become zero. Big industrialists have shut down the industry, and some have reduced production by 30%... these small industry owners don't even come into the discussion, electricity bills with taxes, which is like 50,000 a day.""",negative
 allah maf fermaien or mehfooz fermaien ameen sumameen ,I love Iqra Aziz and Feroz Khan. They are both great actors. I want to meet them. I'll be so glad if I get to work with them.,very positive
 mashallah allah pak salamat rakha. ameen. ,"""Masha Allah, may Allah keep him safe. Ameen.""",very positive
 hello madam ji muje sms nahi ata hai mera mobile number v verify hat or aadhar card se link hai pehli ata tha par ab nahi ata to kya karo ji ,"Hello madam ji, I don't receive SMS, my mobile number is verified and linked with Aadhar card. I used to receive it earlier, but not now, what should I do?",neutral
 qatil turgut kab faut kar diya ,"""When did Turgut the murderer die?""",positive
 haram khoorrrr dallly dalal ,Shameless pimp.,very negative
 bohat se khush haal afraad ny 7 - 8 saal ke bachon ko gharelo mulazim rakha hua hai. ,"""Many prosperous people have kept 7-8 year old children as domestic workers.""",very negative
 bhai tujpar eak daloge yaad aya.     yea kya dhekna padh raha hai accha hai main andha hu.      bhai to sab sy shadi karle.      ,"Brother, you remember one thing. What are you reading? It's good I'm blind. Brother, just get married to everyone.",negative
" khaas tour par rocky 4 ki aksbandi ke doran jab actress adolf lofgren ne, inhe ki farmaishe par in ke seene par ghonsa mera to stallone ko 4 din icu main guzarine parhe ","""Especially during the recording of Rocky 4 when actress Adolf Lofgren, on their demand, felt dizzy and had to spend 4 days in ICU, sitting in front of Stallone.""",Negative
 Bakwas movie copy ki hue han . ,"Rubbish movie, it's copied.",very negative
 nail polish achi lag ri apki dear anchor ... taaziyat karni ky lia suit kar ri    ,"Dear anchor, the nail polish looks good on you... it suits for offering condolences.",positive
 na tera ek hoga..na mera lakh hoga..maut subko aaegi..or kaandhaa char hogaa.. ,"Neither yours will remain.. nor mine, everyone will die.. and shoulders will be left..",neutral
 i main not pti but qatil ex worker tha pmln lkn ab nahi or yai sab drama khud he karwaa ky khud he aag lagwaa tor phor karwaa kya faida.....ku is mulk ky sth khail rhy ho... ,"""I'm not a PTI worker but I used to be a murderer ex-worker of PML-N, but not anymore, and what's the point of doing all this drama yourself, setting fire and creating chaos... why are you playing with this country...""",Negative
 rasio par iqbal bano ny usatza ki ghazlein gane ko tarjih di ,"""Iqbal Bano prioritized singing the teacher's poetry over her own.""",Positive
 walaikumsalamapko bhi eid mubarak ,"Wa alaikum assalam, aapko bhi Eid Mubarak.",Positive
 yai saeed anwar ka din tha ,"""This was Saeed Anwar's day.""",Positive
 yrrr pakitsaan ki sare actress kitni cute dikhti hai yrrr. ,"Friends, how cute all the actresses of Pakistan look.",very positive
 kuda or mohabbat season 3 qatil love story drama daikha tha asu aageya ,"""I watched 'Khuda Aur Mohabbat' Season 3, what a love story drama.""",neutral
 yah manzoor khinzer pakistan may khana jange shru karna chahty hay. ,This Manzoor Khinzer wants to start a food fight in Pakistan.,Negative
apsath gye the ilaaj krne or jo baqi pakistani unhi ky saath na maloom jail ma han wo bhi al qaida ky saath the  america ky neeche se nikal ao    ,"They had come to treat, and those other Pakistanis who are in an unknown jail with them, they were also with Al Qaeda. Get out from under America.",neutral
 very lucky     kid masha allah ,"""Very lucky, kid, mashallah.""",positive
