text,sentiment
 anaya ka real name kya hai ,2
 rahat fatih ali khan ki voice omg amezing ,2
 mash allah so beautiful and your looks very awesome ,1
 hum ko maloom hai hamari armi human lye important hai but to nahi ,1
 qatil hashim khan ny bartanya se zayada america main tournament jeete ,1
 allah tandursti dy bachy ko ameen ,1
 mam v useful information that yn haawi shared with us qatil thanks aa lot ,2
 tum kab se senior anchor hun gy by sale teri ami ka yar america kah raha he ke humne htya he ek ko tumjese hramkhoor haddi ke mutlasshi hute hain bas ,2
 lanat pdm hazar baar ,0
 anaya acting kaam attitude zayada dekhati han eyes b artifical show hoti hain ,0
 song itna acha magar drama itna bura ,0
 or jab jeya ka dil nh tha papers me signature krne ka tou dj ka zbrdst kaam kya bt bachy ko thori suna pari ,1
 mashallah beautiful allah pak baba ka sayaappar salamat rakhay ,1
 dil ko chhu liya yar is gane ny    ,1
 20k koin hai unlike wale yar ,2
apk dost ki momsmajh to gaya ho ga ,1
 sy my thanks to uncle and aunty  ,1
 mishra jiappar adani ke naam par bahut jute pad rahe hai ,2
 miley ga miley ga ,1
 shahrukh khan falahi kamon or imdadi sargarmiyon main bhi hissa lete hain ,1
 oooooo itna barra phuda wale orat yes ,0
 haram khor lanati shehbaz go away    ,0
 acidity kya hai yai batao chutiya mat banao ,2
 to bhonk sakta han ,0
 pakisran ma rahinay wala har ek insaan sirf or sirf pakistani han koe panjabe pathan sendhe muhajir nahi or jo log pakistaneyon ko batt ty han wo pakistaneyon ky mafad ma nahi samjhay babu ,1
 pak walay phir zahir kha ln sab single ,2
 baqi pakistan ki players pe lanat hoar media pe bhe jo lala ka saath ny dy rhy ,0
 shkar hai apnay b dopta leya sir per ,0
 balochistan main shoot huwa hai yh ,2
 hahahah aese he qatil mard hai ajkal mashray me payein jarahi han ,0
 bas hum kya bolna chaty hai arapka matlab hum janliya hai ab apko jana hai ham kya chaty haiagerapar kuch apni bat qatil manwana qatil chatay hun tobatadu agay apki marzy ky apko kya karna haiyaapbakhuo bi samjadar hun ,2
 fariha drama ki copy he par best he bohot ,1
 masha allah    ,1
 insn b ni socho musalamano lagao tukkay dastar khan qatil ,0
 hahahahahahahahaha ,2
 is barhwe ko lifafa nahi mila imran khan se yai han asal waja ,0
 jab ke in ki video mukammal hoti he ek ranga rang launching taqreeb ka ineqaad bhi kya jayega ,1
 bhai kya baat haiaphiraa ho lajwaab ,1
 bhut zabardast apto mujse b achi video bnaty ho ,1
 doorian sab mita du bhaie ,1
 miyan sahab ny kaha ke main kaseer raqam se ek mashjid tameer karni ka khahish mand hun ,1
 chorail lag rahe ho ,0
 lakh di lant teri puri zindagi per or teri sohni sohraat per dali insaan ,0
 chaat gpt tumhari phopi ka beta han us sa shukri ada kya ,1
 spiritual healer great mentor no words love you ,1
 tharky baba ki bat sach honay wale hai ,0
 president bnty he pury kahndan air frineds ko hajj par lay jaya gaya on govt exp apni salary main hairan kon increment not pride but messsna ,0
 is idare ke tehat banne wale filmon ki amadeni bhi falahi sargarmiyon main istaimal ki jate hai ,1
 y tuhadi voice bahut sohni lgdi aa mnu india punjab to love    yn ,2
 lanat chor daku murderer haramkhor bhikari ,0
 lantiii insaan ,0
 bivi pe bi imran khan ko chara de   ,0
 lanati ensan hai ,0
 jab need na aari ho to sakon main akeli room mis qatil song ko suno bhut sakon milega qatil ,1
 hum jharkhand me rahte hai ,2
 mast news batati hoap,1
 product bohot achi han ,1
 mughe to bohot acha laga faatima or bilal kuraisi ko dekhkar ,1
 chor sary harami ,0
 yai bi ni kar skte acha ho to in ka kamal or na ho to climate change ky effects ,1
 kya is topic par video bnamy ki koe sense hai   ap or b bohot sary achy bury topic par video bana smty hai but this is so pointless ,2
 qatil naserullah babar imran khan or zulfikhar mirza jaisay logo nay britannia jakar bhi unkay khalaf qanone karrawai kar nay ka ailan kya lakin iss sab ky bawajud woh apni jaga par qaiam or mustehkam hain ,0
 i love    khuda or mohabbat    ,1
 shahrukh khan sirf apni mulk main he nahi baal ke bohar se degar mumalik main bhi bohat maqbool hain or india main box office par inhe number one samjha jata hai ,1
 sap ka bachha ,2
 bohat aala  ,1
" you would be seeing same comment for your bachi most probably 
bt dua hai ky aaisaa na hee ho  ",0
 yai kurti bari achi hai iska print mujhay acha laga or pehnay main bhi comfortable hai aaj kal ky mausam ky hisaab sey color or kapra dono suitable hai ,1
 lanat hai police walo py  ,0
 in ky khanay may or cha may cienamon daal chani ki or ginger garlic ki mandar ko bhray jays to bhught fada ho saktay han insallah ,2
 kya bana diya bhai ye             damm good ,1
 sahir lodhi ka koe kasoor nahi  jab un betiyun ky baap bhayun ko sharam haya gairat nahin tou sahir lodhi jaisay dalal tou paida hotai rahengay main hairan hoon maan baap ki marzi se nachnay wale larkiyo ki beghaurt or be hayayi ka zimadar sahir lodhi kaisay ho gaya     ,0
 han sahi hai qatil ,1
 koe mujhe batayga ki second wale scene ke movie ka kya name h   jisme govinda or akshay the ,2
 allah pak dyne or lyne wala hai beshak allah pakapki as moshkil ma asani paida kryapka acah waqat lay aye ameeeeen ,1
 aa hano aa khusra panchod   ,0
 koe nai in ki konsa 400 saal umar hy  aaj nahi to kal  ,1
 daubing theak nei hai mastana mahi keyyeah we watch ,0
 main imran se kahti hon keapki haisiyat is se barh ke haiapko to aisa hona chahiye ke anay wale naslain bhi yaad karen ke aisa bhi koe leader tha ,1
" bohat zada khaas product nahi hai yeh bas agar yai usi karkay pictures layne hain to theak hai lekin agar koe kareeb sy dekhay ga to pata chal jayega ky pattern baldness hai or innatural koe chez usi hui wi hai works ok in sunain days and its sweat resistant its prupose is to cover the pattern baldness and for me it does that but for aa short period of time it should be better in quality and should stay for aa little long
 ",0
 ajeeb chotya mulk me rehty he na insaaf na koe ghal bat bhans chor sary harami mil ky mulk ki baja rhy he ,1
 allah pak apnay khazanon main sy sab ko dy ameen ,1
 dil se hai yai song ,1
 kanjri ka putar tera abay nay pechaly 30 saal sy loot machi hue hai woh nazar nahi ati ankon main lun liya how tha   ,0
 yar khar to change karo ,2
 emotional black mailing shaheed kiliay roya nahi jatha puthr ,1
 thora pasa apni shakel par par bhee kharich kar lata ,0
 chutiya news ,0
 jahil log ,0
 kamm kaam backwas jyada video edit ni kar sakti ,0
 me wahi aaj discuss krhi the aaj jinke shadi hogi unhy aaj ka din yaad rahega ,2
 sirf rajishthan ,2
 qatil allah pak ny he mujhe sahara diya or sabar ata farmaya ,0
 zaleel kar deya is bachi ko sab nay d ,0
 allha mujhy or ussy saber dy bss         ,1
 qatil major muhammad qatil akram shaheed ardili sajed khan ek waqeya is tarah bayan karti hain ke jab mashriqi pakistan ki larai zoron par the t main major akram ke saath agae jaraha tha kyun ke mujhe un ki jan aziz thi achnk wo roak or mujh se kaha sajed tankha main zayada leta hun ya tum main ny kaha ke sahibapziyadah lete hain ,1
 motor cycle sawar ehtyat karen qatil ,0
 qatil inhain ek australian newspeper oz nay saal ky sab sy pur kashish qatil mard ka khitaab bhi diya qatil ,1
 master piece hai wakaye yar abhi tak dhakta hou ,1
 last scene which movie qadar khan and baburao ,2
 indian dramo ky bad ab pakistani dramo ma b ya ghateya chez introduce ho rahe hai contract marriage lanat ho asi dramy par ,2
 mja aa gaya hai ,1
 is randi ky pichay loray ki taqatein hain  ,0
 jo jo mera channel subscribe krega main us ka channel subscribe krunga deal   ,2
 lakh diiiiii lanat tum sab par ,0
 asa duoan ki darkhuwast ha ,1
 main to fatima effendi ky liye dekhny lage han ,1
 misr ke mahmood alkareem ko 1954 ke dunlop open ke final main hara ker roshan khan ny apni roshan mustaqbil ki naweed sunae the mahmood 4 char martaba british open title jeet chuke thay or apni waqat ke ala tareen khilari player mane jate thay ,1
 allah apki nasloo me khair oh barkat ata kre ,1
 lakhhhh laant ,0
 main to samjha do 4 hi hogay magar taray shahar ka har shaks munafiq nikal ,2
 pti py lanat 1000 dafa crore dafa ,0
 chup hoi puthdi diya devdasia ki olad dont lie ab tak video hain youtube pur teri maah ki pundits neh khoob chodai ki        ,2
 bhai sahar lohdi ghar se li kar gaya tha un bachoo ko kiya parents ko kaho ,0
 india pak bhai bhai lekin ladane wale bahut hain idhar bhi udhar bhi ,2
 mashallah allah pak kamyab kare ameen ,1
 bagairat log ,0
 salman hahaha chachi hum bythny ninay ,2
 insallah tallah sab theak hogha ,1
 kya baat he is ky life style ki awam ka paisa khoob enjoy kar rahe he ,2
 operation kise party ky khilaf nahi mujrimo ky khilaf hai qatil ,1
 hot ho bohot tum ,2
 he hans one son with har ,1
 qudsia jhoti ,0
 congress aa gai dalal midia ,2
 yai song meri real life ko show karta h thanks to creative team sach aa beautiful voice amp lyrics ,2
 3 3 karli waki ab bardasht sy bahir hyaplogo ky yh   ,0
 mishra ji raam ram ,2
 bohot khubsorat songs ,1
 qatil utility stores par chini ki qemat asal qemat se derah gunaa zayada the is baat ko hakomat danista nazar andaz karti rahe ,0
bakwaas na kar kaam ki baat karo,0
 allah assi voice dy muje aamin ,1
 ayeza muh dho ky ,2
 kon kon hazrat muhammad sy pair karta hai hazre lagow ,1
 sahi bola ,2
 kash pakistani bangladesh ko bhai manta aaj alag nay hota      ,2
 hamari time yai high court wale kahan marr gai thay ,0
 qatil jahangir khan key khilaf kamyabi ka iss sey behter record or kise khilari ka nahin ,1
 yai urdu point walay bhi ab behaye or beghrti ko promote krny lag gye hai ,0
 us ke bad jo hoga us ka allah ji malik ha qatil ,1
 kitni haseen hai kismat doli b uthte hai aag b lagte hai ,1
 par achi lagri hai love story thode din chalne dy bss yai ,2
 itniii rotiyaaaa bhaj dyngyy na hamapnyy sochiii na hogii sir jii     ,0
 mna or mpa ki ayashi kaam ni karna garib ko hi marna apki bhi pasndida hai na garib buchay na tension ho ,0
 acha khali tind d ,0
 wow yai bachi jan chuke hain ky sindh police lpc    ,1
 kis kisko bollywood movie se jaada horrar movie pasand hai ,2
 muh me pani aa gaya na   sach sch bolna      ,1
 sab muslim log zara is song ky ilfaaaz py or is song ki video py goor karo ,1
 jehaad main ount bhi istaimal huwy hain badr main ghoray zyada thay ky ount saleh as ki quom ko ghora diya tha ya ount  qaswa ghori the ya ountni  ount tou aram sy kha letay hain ghora was currency hence arabi ghora was medium of currency jaisay arabi apna sarmaya invest kartay thay ,2
 cng par chalne wale school vans ky khilaf karrawai 4th sep tk moakhar qatil ,0
 jab aps par hamla hua tha tab kis ki hukoomat the or fauj soi v the   kom ko ganay suna kar chup krva diya besharmo apnay bachon ko bhi nh chorha  lanat tum logo ki shakalo par bass 9 may yaad han jo army nay khud krvaya tum befikir raho vote pti ko den gen election anay do tum log ,1
 joker azam ,0
 bilkul gatya soch hai yai nahi hona chaye eshi sarkar nahi chaye jo ek parwar ki beti ko apni ma baap si alag kar dy inko dub marna chaye passe dekar sab kuch karwa lenge ,0
 qatil 1935 main sarhad anye per pabandi khatam huye to ghar aney se pashter bambai main griftar huye iss tarah chay baras bad august 1937 main ghar wapas aye lakin unn qurbaniyon ka samara unhay uss waqat mila jab ise baras un ke saathi sarhad assembly ke pehli aam intekhabat main pachas main se unees nishashton per kamyab rahe ,1
 october 1958 main ek saal ke liye woh dobara griftar  arest  ker qatil gay bad e azan woh anjuman taraqi pasand mosanfeen se bhi door ho gaey ,0
 bhai jabse yai song suna hai na maan karta hai din bhar bas sunta jau              my favourite song osm song ,1
 chutiya log ,0
 kyaaa feel dali han yar to ny bohaaat ala ,1
 chor harami jhota begerat ,0
 afrine musharaf ni jo dalar leya us ka kya ho ga ,0
 sahi kya meerab ny ,1
 ap hajj umara krva dy vo sab sy gud hajj ,1
 mam jankari puri diya karo ,2
 dil ko chu gya   ,1
 hamko kabhi laga he nahi india pak qatil alag hai mare ko aisa lagta dono to ek he fir ku sab kahti galat pak ko dono same hai qatil har jgah aache buri sab hai ku nho smjhte yai sab ,2
 rpg se hamla hojay ga ispay ,0
   is sy banda pocha ka sheikh rasheed ka ghar kab bacha paida hogaya    ,0
 kon iske baato ka yaqin karta hei ,1
 chadh dy punjab me repeat pe chal rha     ,2
 hahahaha liken rana sahab payari to hai ,1
 yai cheezz     ,1
 bohat dukh hai un ka ,0
 likhta hun to ek khitaab ban jate hai meri khusiyon ke asman sa libaaj ban jate hai nahi dekhi teri soorat humne kabhi e maa jab b hota hun akela in rahu me teri har yaad meri misaal ban jate hai ,2
 khubsorat larki khobsorat scenery main ,1
 iss tarah roshan khan british open ka izaz hasil karni wale doosre pakistani khilari ban gay ,1
 main kuch galat bola hai    ,2
 yai phene ki bhi kiyaa zaroorat the qatil asi ajatin tw zada theak lagta   ,2
 tum mast ho yar ,1
 1st pakistani showjo pakistan se jyada india me daikha gaya he    all time favorites love from india  ,2
 border ke is par ho ya us par emotions wahi hai broken ,2
 sir aaj apni rula diya ,2
 louta madrchood ,0
 meri taraf se uh ky liye ,1
 behar kaif field main in ki maujodgi in ke satheon ke liye hamaisha taqwiyat ka bais hoti hai ,1
 sach me bharat or pakistan ko phir se ek ho jana chahiye qatil sabhi se request hai is par aavaj uthani chahiye ,2
 please khanewal main bhi karen please please please please please please ,2
 khalai makhlok ki wajase tum log dushman se mahfoz hopak army zindabadjhote chor ganji patwari murdabad ,0
 oh kya bat qatil hai nikah ki waja sy zina control hota hai iss liye nikah ko mushkil banaya jaraha hai or han yaad rahay tax chor kom ky imandar hukamran jin par lakhon lanatain hon allah ki unhon ny jo kom ka khoon choos kar kom oh mulk ki hidmat ki hai unko kab reward deya jana hai ya bus awam ko hee seeda kya ja sakta hai badshahon ko ni baqi to sab theak hai laptop par lay ayo nikah matlab ander khatey jo marzi hojaye kise ko pata b na chaly or ek bat jo itny kaam taleem yafta mula hazrat hain unkay barey me koe plan hai ky unka chulha kaisay chaleyga in dalay hukamrano ky pas planing name ki koe cheese aaj tk mili to hai ni ,0
 e konsa kaam hai jo sirf lrkin krsktin      ,2
 qatil yai huwa bohat garam hai ,0
 eshasheikh2020 ab tameez yaad agai intne hi tameez hooti to apnay abu ka yahan zikar na karti pahaley comment main ,2
 main jab bhi yai song sunte ho mujha bhota rona ata hai love for india ,2
 aslam walikom ji seng ya ji taso ,2
 maana koe kise ko nahi jaanta qatil ,0
 bohat bara qatal hain abad raza oar jo is ko sport kar raha hain wo bi qatal hi ho ga ,2
 pti wala kamina jail jaye ga ,0
 kuch hajiyon ny jald bazi ki jiske waja se bhagdhar machi shahzadah naif ka saniha minna par supreme committee banany ka hukam qatil ,0
 ticket ky b paisay nahi lagy gy     ,2
 masha allah bahot pyare awaz he qatil ,1
 subuhanallah          ,1
 awam ko bewquf banana band karo or gilazat ki sefaai shuro krain janab ,1
 i think aleen chor ky chali jaige ,0
 meera nay yai bhi kaha ky imran bhaiapmeraa pecha ab chor dain ,0
 hat jaaaooo comment parne do muje b ,2
 tamasha bana diya mulk ka sabne ,0
 buzdilun se kya gilah pakistanyu ,0
 lanat musharf per ,0
 main yah soch raha hun ki pahle baar kisnay ise bnane ka socha hoga    ,1
 crime minister chor ,0
 tum ho kya jawad ahmad tum jesy py takay ky log bi uth kar baty kartay hai imran khan ,0
 puri video may ek baar bhi ous nay iddat par khutba nahi diya  touapko kya takleef hui hai bibi  jo bhi mazhab or jaysay bhi practice karna hai log khud tak kyoon nahi rakhtay  yahan par doughlay molvi india may ab doughlay hindutva ky log yar had hoti hai woh baywaa apnay shohar ki baydard qayam ky lia insaaf ki baat kar rahe hai or yai sahiba nikleen unhay batanay ky bahter muslimah kaysay bantay hain jaysay ky baywaa ky pas koe resources nahi hain yar khuda ka wasta hai chor dou molvi bannna har ek ko karnay dou jaysay woh karna chahty hain zaleel qoom kuch nay ous ky shohar ko mar dia or ab baqi ous sy ous ki paakdamni or parsai ky sawal kar kar ky ussay zaleel karaein gey kuttay log ,0
 maine pora series daikha hai but yai song is tarah dil me ghar kar gaya gaya hi kya he batau love from india             ,2
 350 ky angle se apka durr fittay munh  lanat  ,0
 dirty dancer p bilo thumka laga d ,0
 huma or jeya ki video lay ayaaaa cheeta dj qatil ,1
 haraamkhoar dala ghareeb awam ky paisay py ayaashi ker raha hai ,0
 bohat khoob so true alhamdhulilah ,1
 hahahahahaha koe aye na aye end wala mehmaan lazmi aata hai qatil ,1
 yai bohat bura election harey ga        ,0
 lanti jhota ,0
 experience ki baat th kar lete madam ,2
 galat baat ,0
